id,chemin,classe,r_channel_mean,r_channel_var,r_channel_std,r_channel_25p,r_channel_50p,r_channel_75p,r_channel_iqr,g_channel_mean,g_channel_var,g_channel_std,g_channel_25p,g_channel_50p,g_channel_75p,g_channel_iqr,b_channel_mean,b_channel_var,b_channel_std,b_channel_25p,b_channel_50p,b_channel_75p,b_channel_iqr,r_hist_0,r_hist_1,r_hist_2,r_hist_3,g_hist_0,g_hist_1,g_hist_2,g_hist_3,b_hist_0,b_hist_1,b_hist_2,b_hist_3
368,../data/images/train/dirty/1955.full.jpeg,dirty,118.78401010102183,3875.9818625652356,62.25738400033554,71.0,119.0,150.0,79.0,120.01358526631903,3526.4597743931645,59.384002680799185,74.0,121.0,149.0,75.0,110.50024607709635,4059.4360093406303,63.71370346589994,56.0,108.0,151.0,95.0,20.65,36.62,28.97,13.76,18.52,37.22,31.63,12.63,30.51,24.97,33.95,10.58
369,../data/images/train/dirty/621.full.jpeg,dirty,117.08304850260417,2927.517616826634,54.10653950149311,77.0,117.0,158.0,81.0,123.77709134419759,3042.074754785375,55.15500661576766,80.0,120.0,166.0,86.0,135.55276203155518,3621.948691947245,60.182627825205884,89.0,132.0,182.0,93.0,17.63,38.99,33.8,9.57,14.22,39.93,34.66,11.19,13.19,33.62,34.63,18.57
370,../data/images/train/dirty/721189.png,dirty,119.2757425949103,3709.13939989703,60.9027043726059,70.0,124.0,169.0,99.0,117.9563934084272,3369.630370054657,58.048517380331575,72.0,121.0,169.0,97.0,103.54011472674176,2918.603184300564,54.02409818127984,57.0,110.0,142.0,85.0,21.92,30.0,33.29,14.8,21.65,31.42,39.31,7.62,29.13,33.83,31.62,5.43
371,../data/images/train/dirty/4482.full.jpeg,dirty,115.65224279835391,3331.800896204423,57.7217540984716,77.0,102.0,135.0,58.0,106.89050411522634,3452.766004478378,58.76024169860415,68.0,90.0,123.0,55.0,95.07876543209876,4076.083199298888,63.84421038198286,54.0,74.0,111.0,57.0,13.83,58.48,15.03,12.66,19.23,56.97,11.39,12.41,37.42,42.74,7.39,12.46
372,../data/images/train/dirty/WhatsApp Image 2020-09-27 at 6.50.11 PM (6).jpeg,dirty,129.47510307933194,2124.436814903257,46.0916132816292,99.0,139.0,158.0,59.0,132.16983646485735,1819.3676221722837,42.654045789025496,108.0,141.0,158.0,50.0,125.4558433368128,1891.8041149072599,43.49487458203851,98.0,135.0,154.0,56.0,10.95,29.98,51.56,7.51,8.8,27.13,59.15,4.92,11.95,30.49,54.12,3.43
373,../data/images/train/dirty/CetPunyWsAAmkp3.jpeg,dirty,84.45843333333333,3503.395375915926,59.18948703879707,33.0,71.0,127.0,94.0,96.23318888888889,4067.6317525717286,63.77798799406993,39.0,85.0,147.0,108.0,108.78533333333333,4645.867844148148,68.16060331414437,47.0,98.0,164.0,117.0,46.08,28.95,19.47,5.5,39.77,28.66,22.39,9.18,34.11,29.43,20.02,16.45
374,../data/images/train/dirty/WhatsApp Image 2020-09-24 at 8.49.44 AM.jpeg,dirty,128.23051630434782,2112.464300569551,45.961552416879385,103.0,123.0,140.0,37.0,125.42228260869565,2195.8381280672893,46.859770892176684,102.0,121.0,137.0,35.0,118.7392814590301,2356.3560857295197,48.54231232367819,92.0,116.0,132.0,40.0,4.42,51.94,34.22,9.43,6.14,53.7,31.08,9.08,9.32,57.69,24.51,8.48
375,../data/images/train/dirty/WhatsApp Image 2020-10-27 at 9.41.00 AM (3).jpeg,dirty,136.17227215719063,2718.101991409208,52.135419739455514,100.0,115.0,188.0,88.0,133.55616586538463,3487.116586198241,59.05181272576009,94.0,108.0,201.0,107.0,129.2626870819398,4514.285480237787,67.18843263715702,87.0,100.0,209.0,122.0,6.85,48.34,22.04,22.78,8.84,50.42,10.54,30.2,14.9,51.3,3.12,30.69
376,../data/images/train/dirty/WhatsApp Image 2020-09-27 at 6.47.11 PM (3).jpeg,dirty,128.06961608847868,2709.9459019293167,52.05714073908897,91.0,141.0,170.0,79.0,139.10432288351367,2652.8069230695196,51.50540673627886,102.0,151.0,179.0,77.0,132.33612507956715,3127.328785526047,55.92252484934892,89.0,146.0,175.0,86.0,16.69,24.95,53.15,5.21,11.41,25.11,53.18,10.3,16.17,24.93,48.72,10.18
377,../data/images/train/dirty/3586.full.jpeg,dirty,113.64692914032351,5144.724328295962,71.72673370714689,43.0,109.0,169.0,126.0,114.6980964501738,4818.638061625424,69.41641060747396,47.0,111.0,164.0,117.0,114.10955743492897,5283.044082780296,72.68455188539237,46.0,103.0,168.0,122.0,32.57,23.97,27.17,16.3,31.58,25.5,26.93,15.99,34.42,21.93,26.66,16.99
378,../data/images/train/dirty/5b172a3fd6501.jpg,dirty,84.426025,3861.938369366042,62.14449588954795,32.0,68.0,126.0,94.0,58.7580625,2807.7473954127613,52.9881816579203,19.0,36.0,87.0,68.0,45.953520833333336,2091.137064687066,45.72895214945414,16.0,26.0,61.0,45.0,45.8,29.52,16.66,8.02,68.49,16.66,12.35,2.5,75.66,16.45,6.22,1.67
379,../data/images/train/dirty/WhatsApp Image 2020-12-28 at 11.33.00 AM (3).jpeg,dirty,99.03938125,4564.578122033815,67.56166162872117,43.0,83.0,154.0,111.0,103.5851375,3982.1914349394265,63.10460708172919,52.0,84.0,156.0,104.0,95.93897708333333,4542.952157453641,67.40142548532368,39.0,79.0,151.0,112.0,39.69,29.5,15.55,15.26,34.07,33.37,19.7,12.86,41.08,27.89,20.64,10.4
380,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 8.43.02 PM (4).jpeg,dirty,106.43312962962963,3293.5804320572697,57.38972409811071,61.0,92.0,143.0,82.0,104.02806666666666,2613.527041891852,51.12266661562024,65.0,94.0,136.0,71.0,89.09394444444445,2816.1282522191354,53.06720505377248,52.0,74.0,119.0,67.0,27.3,41.87,19.72,11.12,23.19,47.1,23.06,6.65,39.6,39.24,15.11,6.04
381,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 4.27.40 PM.jpeg,dirty,114.43727272727273,6376.401078658241,79.85237052622948,40.0,101.0,187.0,147.0,116.65918894830659,6280.6773326755265,79.25072449306396,44.0,106.0,189.0,145.0,111.93624331550802,6108.770694443471,78.15862520824858,44.0,96.0,184.0,140.0,34.84,21.64,21.48,22.04,33.93,22.46,20.52,23.09,36.72,20.7,23.52,19.06
382,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 8.43.04 PM (7).jpeg,dirty,97.24970560303893,3566.2290146331784,59.717912008317725,53.0,85.0,136.0,83.0,97.91108262108263,3423.188836339802,58.50802369196726,56.0,87.0,134.0,78.0,88.83405033238367,3294.4845357315594,57.39760043531053,47.0,78.0,117.0,70.0,32.99,38.86,19.79,8.36,29.77,42.95,19.13,8.15,38.54,41.85,12.97,6.64
383,../data/images/train/dirty/1107.full.jpeg,dirty,110.87919797974337,3688.5460282124486,60.73340125674215,75.0,93.0,117.0,42.0,115.1663330109413,3467.1697098393083,58.88267750229526,80.0,98.0,121.0,41.0,119.03032249715655,3498.7786353598162,59.15047451508581,82.0,107.0,129.0,47.0,13.7,65.92,7.22,13.17,9.16,69.19,8.46,13.19,12.54,61.35,12.75,13.36
384,../data/images/train/dirty/WhatsApp Image 2020-05-11 at 12.03.54 PM (12).jpeg,dirty,79.15110416666667,2566.7912591974823,50.66351013498258,41.0,74.0,97.0,56.0,84.07495,2478.4816783308343,49.78435174159481,47.0,78.0,100.0,53.0,75.22405833333333,2331.347231196598,48.28402666717636,34.0,76.0,96.0,62.0,38.43,49.5,7.02,5.05,34.07,52.85,7.45,5.64,39.4,51.7,5.03,3.87
385,../data/images/train/dirty/WhatsApp Image 2021-01-11 at 9.49.32 AM.jpeg,dirty,139.6926170568562,3239.3770458265994,56.91552552534853,97.0,149.0,176.0,79.0,133.43715928093644,3087.76878515774,55.56769551778929,96.0,143.0,168.0,72.0,128.85247073578594,3211.106399831918,56.66662509654089,84.0,139.0,165.0,81.0,10.88,28.47,45.39,15.26,12.13,30.79,45.98,11.1,14.4,29.88,45.59,10.12
386,../data/images/train/dirty/847.full.jpeg,dirty,114.43025863113458,5067.918758412154,71.18931632212907,50.0,105.0,183.0,133.0,117.0099415875931,4711.280784094511,68.63877026939302,53.0,112.0,181.0,128.0,119.73752180102795,4576.690608968593,67.65124247911928,56.0,123.0,178.0,122.0,32.57,27.24,18.45,21.75,31.37,23.85,24.23,20.55,29.43,21.91,30.09,18.57
387,../data/images/train/dirty/WhatsApp Image 2020-12-21 at 8.09.36 AM (1).jpeg,dirty,128.36736308528427,1771.8780031846416,42.093681273852035,95.0,127.0,157.0,62.0,109.33260190217392,1876.354210318315,43.31690444062589,77.0,106.0,134.0,57.0,94.98475282190635,3081.9420161648663,55.51524129610594,52.0,77.0,128.0,76.0,3.97,46.79,42.61,6.62,15.49,54.8,24.64,5.07,35.91,38.84,17.88,7.37
388,../data/images/train/dirty/81113.jpg,dirty,91.08695,4517.4509313641665,67.21198502770295,40.0,69.0,136.0,96.0,94.02175,4203.8645769375,64.83721598694302,46.0,73.0,135.0,89.0,87.98942083333333,4445.806433914566,66.67688080522788,35.0,65.0,130.0,95.0,46.78,25.89,16.72,10.62,41.84,30.84,17.11,10.21,48.84,25.46,15.75,9.95
389,../data/images/train/dirty/AyuvD9eCYAAzSvX.jpeg,dirty,129.40034814814814,2458.1388324713853,49.57962114086175,105.0,127.0,149.0,44.0,130.52182222222223,2322.244612679506,48.18967329915722,106.0,129.0,149.0,43.0,128.42302222222222,2506.946126273581,50.069413080977704,100.0,132.0,149.0,49.0,11.6,39.42,37.41,11.57,8.44,38.99,41.59,10.98,14.01,29.49,46.28,10.22
390,../data/images/train/dirty/WhatsApp Image 2020-12-22 at 11.16.47 AM (3).jpeg,dirty,143.738475,3966.9322380077074,62.98358705256241,82.0,148.0,203.0,121.0,139.37518958333334,3383.9720431932246,58.171917994795606,83.0,139.0,193.0,110.0,136.55752708333333,3389.486265634684,58.219294616430076,79.0,137.0,189.0,110.0,11.45,32.88,22.74,32.93,7.63,38.52,27.95,25.9,11.3,35.6,30.51,22.59
391,../data/images/train/dirty/WhatsApp Image 2020-12-24 at 12.56.57 PM.jpeg,dirty,100.90155210643016,5502.957885617571,74.1819242512458,30.0,89.0,161.0,131.0,101.1806347006652,5412.983249708019,73.57297907321694,32.0,91.0,160.0,128.0,97.69779656319291,5030.202722417594,70.9239220744143,33.0,85.0,152.0,119.0,41.59,19.6,22.84,15.97,41.13,20.55,22.43,15.89,42.02,21.65,21.87,14.46
392,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.36.51 AM (1).jpeg,dirty,101.04253541666667,4648.739126154996,68.18166268253508,40.0,82.0,169.0,129.0,100.04717916666667,4027.187074126233,63.46012192019673,44.0,83.0,162.0,118.0,92.22772708333333,3862.318992458851,62.14755821799317,41.0,70.0,151.0,110.0,41.8,23.15,21.87,13.18,40.66,25.02,26.53,7.79,45.91,22.31,26.5,5.28
393,../data/images/train/dirty/2011.full.jpeg,dirty,103.56992838541667,4428.131327468828,66.544205814397,48.0,96.0,135.0,87.0,108.48847005208333,4275.692796747801,65.3887818876281,56.0,100.0,139.0,83.0,98.38888020833333,4583.9934141106505,67.70519488274626,41.0,91.0,130.0,89.0,35.02,37.15,15.43,12.4,30.59,38.73,17.84,12.84,38.84,35.25,14.05,11.86
394,../data/images/train/dirty/WhatsApp Image 2020-07-01 at 9.59.38 AM (3).jpeg,dirty,159.8452233676976,1696.3203626362463,41.18640992653094,136.0,157.0,176.0,40.0,159.02665521191295,1668.6060592591275,40.8485747518702,135.0,154.0,175.0,40.0,156.19762600229095,1601.974543619576,40.0246741850521,132.0,150.0,171.0,39.0,0.12,20.01,62.65,17.21,0.03,19.87,63.2,16.91,0.13,20.92,64.47,14.48
395,../data/images/train/dirty/WhatsApp Image 2020-12-17 at 10.31.08 PM (1).jpeg,dirty,122.47671923624445,1878.2256030600022,43.33850024008678,97.0,120.0,157.0,60.0,145.0212602628617,1793.6066210992826,42.35099315363552,114.0,161.0,174.0,60.0,152.9164414768589,3217.9092256389063,56.726618316614875,107.0,154.0,211.0,104.0,11.32,44.35,40.48,3.85,5.18,24.57,63.47,6.78,5.85,27.4,37.3,29.44
396,../data/images/train/dirty/WhatsApp Image 2020-07-22 at 8.09.15 AM (2).jpeg,dirty,88.80637982195846,3473.0376249754195,58.93248361451789,38.0,79.0,133.0,95.0,66.20626607319485,2379.3740270073454,48.778827651014176,26.0,55.0,99.0,73.0,47.83622650840752,1109.096368154431,33.303098476784875,23.0,41.0,62.0,39.0,42.41,29.91,21.66,6.02,55.25,33.61,8.76,2.38,76.33,19.73,3.67,0.26
397,../data/images/train/dirty/WhatsApp Image 2020-12-01 at 9.13.22 AM.jpeg,dirty,119.9358376881271,2138.5428026166296,46.24438130861553,93.0,106.0,138.0,45.0,117.70861622073579,2101.0202313627474,45.83688723465794,94.0,107.0,130.0,36.0,110.02442516722408,2063.7398455098673,45.428403510467625,90.0,105.0,119.0,29.0,4.26,66.21,20.54,9.0,6.08,67.71,17.72,8.5,11.16,69.31,12.88,6.66
398,../data/images/train/dirty/952.full.jpeg,dirty,134.24989235980559,2726.379258010699,52.214741769070336,103.0,148.0,164.0,61.0,135.99890015167676,2031.8075628479723,45.075576123306206,106.0,148.0,162.0,56.0,130.23844114830985,3490.1183840553176,59.077223902747136,85.0,150.0,174.0,89.0,13.85,20.68,54.83,10.64,8.7,24.71,59.59,7.0,18.26,21.6,50.2,9.93
399,../data/images/train/dirty/WhatsApp Image 2020-05-08 at 8.50.22 AM (5).jpeg,dirty,166.2398318496538,2834.3855271725165,53.238947464920045,113.0,193.0,209.0,96.0,164.46487636003957,2673.418499267602,51.70511095885591,111.0,190.0,207.0,96.0,160.60639960435213,2462.252200390267,49.62108624758498,107.0,185.0,201.0,94.0,1.94,26.1,20.41,51.55,2.59,26.53,22.17,48.72,3.02,29.35,26.1,41.53
400,../data/images/train/dirty/1626.full.jpeg,dirty,114.87284310658772,3583.50395524199,59.86237512195778,81.0,99.0,139.0,58.0,118.02606201171875,3615.2887691917517,60.127271426464645,88.0,102.0,135.0,47.0,110.4607458114624,3917.5975534995873,62.590714594894884,75.0,99.0,124.0,49.0,14.31,56.57,14.93,14.19,13.1,58.71,13.94,14.24,20.87,55.57,9.81,13.76
401,../data/images/train/dirty/WhatsApp Image 2020-12-01 at 12.04.56 PM (1).jpeg,dirty,125.97635364583333,4296.283800745767,65.54604336453701,79.0,113.0,167.0,88.0,129.49502864583334,4131.987759660639,64.28053950971973,85.0,117.0,173.0,88.0,132.62591770833333,4261.806309314063,65.28251151199731,83.0,118.0,181.0,98.0,16.17,41.4,24.17,18.26,14.33,41.44,25.35,18.89,14.37,40.12,24.49,21.03
402,../data/images/train/dirty/3832.full.jpeg,dirty,112.87860082304526,3843.247916560823,61.993934514279886,66.0,98.0,147.0,81.0,118.91042181069959,3351.7424181348338,57.8942347573127,76.0,108.0,154.0,78.0,105.07987654320988,3244.9638666514256,56.964584319131355,64.0,96.0,137.0,73.0,22.47,44.16,19.52,13.85,16.93,45.53,24.53,13.01,24.59,45.52,20.31,9.58
403,../data/images/train/dirty/ERjHjXRXsAc0lQz.jpg,dirty,97.72098958333333,3277.657851104056,57.25083275467752,58.0,85.0,122.0,64.0,95.248625,3078.9507689427096,55.48829398118769,57.0,82.0,121.0,64.0,87.67041041666667,2852.1824894565584,53.405828234908576,51.0,74.0,113.0,62.0,29.46,47.68,13.75,9.11,31.23,46.87,14.03,7.87,38.76,42.28,12.85,6.1
404,../data/images/train/dirty/5280.full.jpeg,dirty,136.71212962962963,3453.2815648062415,58.764628517555025,100.0,146.0,175.0,75.0,135.913487654321,3296.55373989388,57.41562278590976,101.0,146.0,171.0,70.0,130.22754115226337,3881.224161238018,62.29947159678016,79.0,144.0,172.0,93.0,15.79,20.35,47.9,15.96,15.29,20.73,49.91,14.08,21.13,18.07,47.75,13.05
405,../data/images/train/dirty/1094.full.jpeg,dirty,114.3684848275503,2819.3199448445757,53.097268713603114,83.0,103.0,131.0,48.0,108.57701740316224,2801.7874818604755,52.931913642532095,73.0,98.0,129.0,56.0,103.92595671336345,2773.088943663808,52.66012669623772,62.0,98.0,128.0,66.0,12.42,60.66,13.21,13.71,19.34,55.11,12.63,12.92,25.66,49.09,14.16,11.09
406,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 4.27.39 PM (3).jpeg,dirty,90.63492083333334,3315.0049172020654,57.576079383734225,47.0,86.0,123.0,76.0,92.76854375,2980.0294467543367,54.589645966559786,52.0,88.0,122.0,70.0,85.77954375,3008.057634458502,54.845762228803984,43.0,79.0,114.0,71.0,33.6,43.52,15.83,7.05,31.17,46.35,16.08,6.41,38.39,42.51,12.96,6.13
407,../data/images/train/dirty/2481.full.jpeg,dirty,112.90554188893695,1899.2554075904443,43.58044753774844,77.0,126.0,140.0,63.0,119.7637573539424,1952.1716483772898,44.183386565283676,87.0,130.0,145.0,58.0,117.4275024680011,2616.796309811748,51.15463136228965,73.0,133.0,148.0,75.0,16.2,35.24,45.59,2.97,13.62,34.51,46.46,5.4,20.09,25.79,46.66,7.46
408,../data/images/train/dirty/1802.full.jpeg,dirty,116.40316750168205,4545.042091051852,67.41692733321396,56.0,103.0,180.0,124.0,115.49577311010188,4260.182981160217,65.27007722655318,62.0,99.0,172.0,110.0,104.59984741445598,4984.209162958905,70.59893174091874,45.0,81.0,169.0,124.0,31.38,26.96,21.01,20.65,26.22,34.12,20.2,19.46,41.19,23.03,16.8,18.99
409,../data/images/train/dirty/20161220145939_192.jpg,dirty,147.69710502283104,5510.593597098559,74.23337252946655,85.0,151.0,217.0,132.0,150.85028767123288,5611.750074803089,74.91161508606719,88.0,154.0,221.0,133.0,149.65522374429224,6121.481951251307,78.23989999515149,81.0,149.0,228.0,147.0,18.02,21.27,26.22,34.49,17.19,20.89,26.7,35.22,18.98,22.74,22.03,36.25
410,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 5.57.47 PM (14).jpeg,dirty,101.3343743890518,3826.406585752306,61.857954910846395,48.0,91.0,134.0,86.0,96.5065982404692,3431.6338665316484,58.580149082531776,45.0,86.0,132.0,87.0,75.83963831867058,2937.3576174644945,54.19739493245496,34.0,62.0,97.0,63.0,36.47,35.6,16.01,11.92,38.19,34.2,19.19,8.42,50.76,34.18,9.65,5.41
411,../data/images/train/dirty/ChsWI50XIAA0HBN.jpeg,dirty,117.82603359173126,4008.2599811668315,63.31082041141808,76.0,114.0,155.0,79.0,114.89028423772609,3759.7769374730415,61.317019965691756,69.0,116.0,147.0,78.0,108.6024677002584,4141.12834619297,64.35159940664234,62.0,102.0,143.0,81.0,21.04,38.14,25.6,15.22,22.73,36.75,27.45,13.07,25.64,41.68,19.26,13.42
412,../data/images/train/dirty/WhatsApp Image 2020-08-25 at 12.56.50 PM (7).jpeg,dirty,121.10501721763086,866.8466125685741,29.4422589583166,102.0,116.0,134.0,32.0,123.17688360881543,807.6103340897587,28.418485781085497,104.0,119.0,136.0,32.0,112.20952134986226,864.2566689857699,29.398242617302312,92.0,106.0,125.0,33.0,0.74,69.89,24.34,5.04,0.29,66.62,28.12,4.96,0.96,75.88,19.01,4.15
413,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 4.27.40 PM (3).jpeg,dirty,109.23181875,3674.806682983814,60.62018379206561,60.0,113.0,155.0,95.0,116.53884166666667,3417.525732991597,58.45960770473573,67.0,123.0,163.0,96.0,121.71992083333333,3853.1675473270657,62.07388780580016,69.0,123.0,163.0,94.0,26.48,32.52,32.31,8.68,23.5,28.53,39.29,8.68,22.46,29.91,34.09,13.54
414,../data/images/train/dirty/838.full.jpeg,dirty,126.05945714314778,5203.19610512218,72.1331831068211,66.0,112.0,184.0,118.0,126.2543830871582,5213.681210697865,72.20582532384672,68.0,111.0,184.0,116.0,126.27847480773926,5586.803967284442,74.74492603036303,62.0,113.0,190.0,128.0,23.4,32.71,20.98,22.92,22.23,34.28,20.6,22.89,25.72,29.79,19.99,24.49
415,../data/images/train/dirty/3113.full.jpeg,dirty,107.30509231510536,4638.631975972216,68.1075030813215,46.0,106.0,160.0,114.0,121.71557075532678,3168.633841040631,56.29061947643347,74.0,116.0,166.0,92.0,88.0541785659721,4279.7280569381555,65.41963051667409,36.0,73.0,127.0,91.0,32.54,27.67,27.24,12.54,16.82,38.84,31.08,13.27,44.98,30.06,15.82,9.14
416,../data/images/train/dirty/WhatsApp Image 2020-12-25 at 1.00.10 PM (1).jpeg,dirty,137.71044932432432,1187.9395387845943,34.4664987891807,110.0,126.0,166.0,56.0,135.61168074324326,991.286939573751,31.48470961552212,110.0,125.0,160.0,50.0,128.75654054054053,709.6047714105184,26.638407824239767,107.0,121.0,149.0,42.0,0.0,51.72,38.08,10.2,0.0,52.79,41.68,5.53,0.0,60.03,38.89,1.08
417,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.38.09 AM (2).jpeg,dirty,101.81463658146964,4048.6504766650514,63.62900656669921,45.0,94.0,147.0,102.0,93.41482228434505,3588.3145378877466,59.9025419985475,40.0,83.0,131.0,91.0,76.23158746006389,3269.6042286700667,57.18045320448297,34.0,59.0,105.0,71.0,37.28,27.6,23.52,11.61,36.99,36.32,17.86,8.83,52.98,28.48,12.25,6.3
418,../data/images/train/dirty/WhatsApp Image 2020-05-20 at 8.32.17 AM (2).jpeg,dirty,121.12415348564734,898.8862262166299,29.981431357035472,105.0,116.0,137.0,32.0,111.90462507322789,806.114327759254,28.39215257354141,97.0,108.0,122.0,25.0,108.10048330404219,834.147041359856,28.88160385712428,94.0,104.0,115.0,21.0,1.84,64.33,31.96,1.87,2.97,76.22,19.9,0.92,4.17,78.8,16.06,0.97
419,../data/images/train/dirty/WhatsApp Image 2020-09-24 at 8.49.44 AM (1).jpeg,dirty,126.82519753344482,2760.5595350257813,52.54102715998024,94.0,111.0,154.0,60.0,122.99822115384616,2901.3170662336997,53.863875336200046,91.0,110.0,151.0,60.0,119.90104776337793,2781.814241168077,52.74290702234829,91.0,112.0,143.0,52.0,5.5,59.01,22.06,13.43,9.78,55.78,21.79,12.65,12.73,54.77,22.37,10.13
420,../data/images/train/dirty/995147_10151854114551754_822065801_n.jpg,dirty,92.7066029143898,2911.549947294054,53.95878007603632,49.0,92.0,126.0,77.0,95.51762750455373,3068.5404178685335,55.394407821264174,51.0,94.0,131.0,80.0,97.65344262295082,3340.107247711189,57.79366096477354,50.0,96.0,133.0,83.0,30.16,45.61,20.99,3.24,29.62,43.84,22.34,4.19,29.57,42.82,21.25,6.36
421,../data/images/train/dirty/WhatsApp Image 2020-08-21 at 10.00.14 AM (2).jpeg,dirty,137.23882051282052,3588.22507872277,59.901795287977556,97.0,141.0,177.0,80.0,129.2846752136752,3376.398073982834,58.10678165225496,88.0,141.0,164.0,76.0,116.96339031339032,2948.2785970527825,54.298053344966085,80.0,119.0,151.0,71.0,14.99,23.61,44.22,17.18,16.96,23.66,45.69,13.7,18.28,37.61,34.44,9.68
422,../data/images/train/dirty/WhatsApp Image 2020-12-25 at 7.42.34 PM.jpeg,dirty,112.03829571106095,5531.711806576211,74.37547853006534,45.0,99.0,174.0,129.0,107.1334960496614,5303.7599242900515,72.82691758059002,41.0,92.0,165.0,124.0,107.67536399548533,5433.4743998392905,73.71210483929549,42.0,92.0,165.0,123.0,35.52,24.4,21.57,18.51,37.96,24.53,21.57,15.93,37.91,24.28,21.5,16.31
423,../data/images/train/dirty/WhatsApp Image 2020-07-27 at 8.58.53 AM.jpeg,dirty,115.56384270578647,1581.9959404088363,39.77431256990919,95.0,106.0,144.0,49.0,110.64037897310513,1577.1233825784661,39.713012761291054,92.0,104.0,134.0,42.0,102.84028117359414,1551.3305982909496,39.386934360152345,85.0,101.0,120.0,35.0,7.41,63.41,27.06,2.11,9.89,63.56,24.83,1.72,13.75,63.39,21.61,1.25
424,../data/images/train/dirty/WhatsApp Image 2020-08-20 at 9.03.05 AM (4).jpeg,dirty,136.12498658618378,2306.5560517268495,48.0266181583385,103.0,136.0,166.0,63.0,138.01754862508383,2267.533337250319,47.61862384876656,109.0,136.0,166.0,57.0,138.20146545942322,2898.0689321247296,53.8337155704929,101.0,139.0,171.0,70.0,6.6,35.06,46.51,11.82,7.06,33.72,46.87,12.35,9.67,31.71,42.62,16.0
425,../data/images/train/dirty/WhatsApp Image 2020-12-17 at 10.03.15.jpeg,dirty,80.4608375,2809.473271506928,53.00446463749,35.0,83.0,112.0,77.0,68.1337828125,2097.823130804914,45.801999200961895,32.0,69.0,92.0,60.0,58.151473958333334,1836.8846525149477,42.858892338871144,26.0,53.0,81.0,55.0,38.81,47.39,10.19,3.61,45.78,48.1,3.65,2.48,58.08,37.67,2.14,2.11
426,../data/images/train/dirty/WhatsApp Image 2020-05-10 at 5.07.37 PM (6).jpeg,dirty,126.16752390057361,2728.2849854559295,52.23298752183269,92.0,110.0,163.0,71.0,113.23607711918419,2083.738993533888,45.647990027315416,86.0,107.0,126.0,40.0,102.58220203951562,2360.7424716328574,48.587472373368605,75.0,101.0,114.0,39.0,6.3,58.64,23.14,11.92,7.97,68.54,16.35,7.15,16.43,70.82,5.72,7.03
427,../data/images/train/dirty/1222.full.jpeg,dirty,88.46132786700453,2197.837115593118,46.88109550333821,48.0,90.0,118.0,70.0,93.51425802088096,1995.9909498454274,44.67651452212255,57.0,95.0,121.0,64.0,89.17177140489255,2457.3366953509862,49.57153109750582,45.0,89.0,124.0,79.0,35.37,47.99,14.11,2.53,30.24,51.81,15.11,2.84,37.48,41.57,17.77,3.18
428,../data/images/train/dirty/WhatsApp Image 2020-12-29 at 5.02.34 PM (6).jpeg,dirty,130.51612796833774,5692.472279466473,75.44847433491597,80.0,147.0,194.0,114.0,127.69486147757256,5581.649839030943,74.71043996009489,77.0,143.0,187.0,110.0,122.3273944591029,5699.446684899813,75.49467984500505,67.0,133.0,183.0,116.0,21.14,22.66,29.81,26.39,21.7,22.1,33.4,22.8,23.67,25.11,30.89,20.33
429,../data/images/train/dirty/1620.full.jpeg,dirty,66.51796113525084,2088.454725365811,45.69961406145364,40.0,55.0,76.0,36.0,70.4980873235721,1913.4421216088074,43.74290938665154,45.0,62.0,79.0,34.0,61.15422110078044,2159.6624944720243,46.472169031281766,32.0,45.0,75.0,43.0,60.41,30.73,5.65,3.2,51.85,38.65,6.24,3.26,67.12,22.41,6.95,3.52
430,../data/images/train/dirty/4a6809da019575f7180dbac315f3596ab8599fe7.temp.jpeg,dirty,107.93083687943262,1105.9101100797745,33.25522680842479,75.0,120.0,135.0,60.0,107.89168794326241,832.7112188529753,28.856736108800927,81.0,116.0,130.0,49.0,100.08516312056737,1064.9728323492782,32.63392149817852,67.0,111.0,125.0,58.0,10.12,48.08,41.37,0.43,4.18,63.6,31.72,0.5,17.53,63.8,18.07,0.6
431,../data/images/train/dirty/4786.full.jpeg,dirty,98.08857479387515,2793.7708745687087,52.856133745940106,55.0,92.0,139.0,84.0,99.12900471142521,2644.786214085961,51.42748500642396,58.0,92.0,137.0,79.0,92.26623478602278,2976.8691661529633,54.56069250067271,47.0,80.0,134.0,87.0,30.69,36.9,28.39,4.02,27.19,41.68,26.81,4.32,39.69,31.98,23.12,5.21
432,../data/images/train/dirty/b196930b095e25ca605c619a1f5f2bb963b34fa9.temp.jpeg,dirty,132.77858666666665,1682.0451361358223,41.01274358215776,105.0,134.0,158.0,53.0,135.72432,1711.8349872042668,41.37432763446757,110.0,134.0,161.0,51.0,131.37610666666666,2278.6705971086217,47.735422875560886,95.0,132.0,165.0,70.0,4.25,38.07,51.62,6.07,3.99,38.47,49.75,7.79,6.84,39.33,44.1,9.73
